banking marketing,,,,,,,,,,,,,,,,,,
customer id and age.,,Customer salary and balance.,,Customer marital status and job with education level.,,particular customer before targeted or not,,Loan types: loans or housing loans,,Contact type,,month of contact,duration of call,,,,outcome of previous contact,response of customer after call happned
19322,60,50000,1025,married,"admin.,secondary",yes,no,no,no,cellular,6,"aug, 2017",6.46666666666667 min,8,-1,0,unknown,no
19323,31,60000,33,married,"self-employed,secondary",yes,no,no,no,cellular,6,"aug, 2017",2.75 min,4,-1,0,unknown,no
19324,33,100000,849,married,"management,tertiary",yes,no,yes,no,cellular,6,"aug, 2017",1.48333333333333 min,2,-1,0,unknown,no
19325,39,0,6999,married,"unknown,primary",yes,no,no,no,cellular,6,"aug, 2017",1.85 min,2,-1,0,unknown,no
19326,60,100000,151,divorced,"management,secondary",yes,no,no,no,cellular,6,"aug, 2017",2.66666666666667 min,4,-1,0,unknown,no
19327,54,60000,320,divorced,"technician,secondary",yes,no,no,no,cellular,6,"aug, 2017",4.23333333333333 min,4,-1,0,unknown,no
19328,32,60000,560,married,"technician,secondary",yes,no,no,no,cellular,6,"aug, 2017",17.4 min,4,-1,0,unknown,yes
19329,33,60000,764,single,"technician,tertiary",no,no,no,no,cellular,6,"aug, 2017",4.06666666666667 min,2,-1,0,unknown,no
19330,46,60000,250,married,"technician,secondary",yes,no,no,no,cellular,6,"aug, 2017",1.4 min,2,-1,0,unknown,no
19331,37,16000,1558,married,"housemaid,secondary",yes,no,no,no,cellular,6,"aug, 2017",8.31666666666667 min,2,-1,0,unknown,no
19332,48,100000,174,divorced,"management,tertiary",no,no,no,no,cellular,6,"aug, 2017",4.83333333333333 min,2,-1,0,unknown,no
19333,48,50000,490,married,"admin.,secondary",yes,no,no,no,cellular,6,"aug, 2017",2.26666666666667 min,2,-1,0,unknown,no
19334,42,60000,135,single,"technician,tertiary",no,no,no,no,cellular,6,"aug, 2017",6.4 min,2,-1,0,unknown,no
19335,47,60000,3973,married,"technician,secondary",yes,no,no,no,cellular,6,"aug, 2017",12.2 min,2,-1,0,unknown,no
19336,37,60000,566,divorced,"technician,secondary",yes,no,yes,no,cellular,6,"aug, 2017",2.8 min,2,-1,0,unknown,no
19337,33,60000,3059,single,"technician,secondary",yes,no,no,yes,cellular,6,"aug, 2017",8.03333333333333 min,2,-1,0,unknown,yes
19338,57,100000,0,married,"management,tertiary",yes,no,no,no,cellular,6,"aug, 2017",1.66666666666667 min,6,-1,0,unknown,no
19339,30,100000,1403,married,"management,tertiary",yes,no,no,no,cellular,6,"aug, 2017",2.26666666666667 min,4,-1,0,unknown,no
19340,59,55000,136,married,"retired,secondary",yes,no,no,no,cellular,6,"aug, 2017",5.01666666666667 min,4,-1,0,unknown,no
19341,30,100000,7788,single,"management,tertiary",no,no,no,no,cellular,6,"aug, 2017",6.51666666666667 min,4,-1,0,unknown,no
19342,31,60000,200,single,"technician,secondary",yes,no,no,no,cellular,6,"aug, 2017",5.25 min,2,-1,0,unknown,no
19343,56,70000,144,married,"services,secondary",yes,no,no,no,cellular,6,"aug, 2017",3.06666666666667 min,2,-1,0,unknown,no
19344,49,100000,0,married,"management,tertiary",yes,no,no,no,cellular,6,"aug, 2017",0.733333333333333 min,2,-1,0,unknown,no
19345,35,60000,0,single,"technician,tertiary",no,no,yes,no,cellular,6,"aug, 2017",6.85 min,2,-1,0,unknown,no
19346,42,100000,9261,married,"management,tertiary",yes,no,yes,no,cellular,6,"aug, 2017",2 min,2,-1,0,unknown,no
19347,36,60000,361,married,"technician,secondary",yes,no,no,no,cellular,6,"aug, 2017",3.13333333333333 min,4,-1,0,unknown,no
19348,46,60000,3133,single,"technician,tertiary",no,no,no,no,cellular,6,"aug, 2017",6.85 min,3,-1,0,unknown,no
19349,49,100000,322,married,"management,tertiary",yes,no,no,no,cellular,6,"aug, 2017",1.2 min,4,-1,0,unknown,no
19350,56,55000,334,married,"retired,primary",yes,no,no,no,cellular,6,"aug, 2017",2.13333333333333 min,2,-1,0,unknown,no
19351,32,60000,145,single,"technician,secondary",yes,no,no,no,cellular,6,"aug, 2017",2.25 min,2,-1,0,unknown,no
19352,48,20000,783,married,"blue-collar,primary",yes,no,no,yes,cellular,6,"aug, 2017",1.5 min,2,-1,0,unknown,no
19353,50,8000,0,single,"unemployed,tertiary",no,no,yes,no,cellular,6,"aug, 2017",1.7 min,2,-1,0,unknown,no
19354,31,100000,8279,married,"management,tertiary",yes,no,no,no,cellular,6,"aug, 2017",8.88333333333333 min,2,-1,0,unknown,no
19355,44,100000,22,married,"management,tertiary",yes,no,yes,no,cellular,6,"aug, 2017",4.41666666666667 min,2,-1,0,unknown,no
19356,48,70000,473,married,"services,secondary",yes,no,no,yes,cellular,6,"aug, 2017",3.3 min,2,-1,0,unknown,no
19357,36,60000,129,married,"technician,secondary",yes,no,yes,no,cellular,6,"aug, 2017",1.06666666666667 min,2,-1,0,unknown,no
19358,59,20000,638,married,"blue-collar,primary",yes,no,no,no,cellular,6,"aug, 2017",2.83333333333333 min,2,-1,0,unknown,no
19359,41,100000,0,divorced,"management,secondary",yes,no,no,no,cellular,6,"aug, 2017",7.3 min,2,-1,0,unknown,no
19360,58,20000,47,married,"blue-collar,primary",yes,no,no,no,cellular,6,"aug, 2017",4.68333333333333 min,2,-1,0,unknown,no
19361,59,55000,263,married,"retired,secondary",yes,no,no,no,cellular,6,"aug, 2017",10.0166666666667 min,2,-1,0,unknown,no
19362,57,55000,0,married,"retired,primary",yes,no,yes,no,cellular,6,"aug, 2017",1.38333333333333 min,2,-1,0,unknown,no
19363,46,100000,51,married,"management,tertiary",yes,no,no,no,cellular,6,"aug, 2017",0.65 min,9,-1,0,unknown,no
19364,48,60000,1939,married,"technician,secondary",yes,no,yes,yes,cellular,6,"aug, 2017",2.71666666666667 min,2,-1,0,unknown,no
19365,36,100000,2660,married,"management,tertiary",yes,no,no,no,cellular,6,"aug, 2017",4.2 min,2,-1,0,unknown,no
19366,40,60000,57,single,"technician,secondary",yes,no,no,yes,cellular,6,"aug, 2017",1.7 min,4,-1,0,unknown,no
19367,46,60000,716,married,"self-employed,secondary",yes,no,no,no,cellular,6,"aug, 2017",2.18333333333333 min,2,-1,0,unknown,no
19368,48,20000,2054,married,"blue-collar,secondary",yes,no,yes,no,cellular,6,"aug, 2017",2.11666666666667 min,2,-1,0,unknown,no
19369,50,60000,3025,married,"self-employed,secondary",yes,no,no,yes,cellular,6,"aug, 2017",2.8 min,3,-1,0,unknown,no
19370,32,60000,1423,married,"self-employed,tertiary",yes,no,no,no,cellular,6,"aug, 2017",20.8166666666667 min,4,-1,0,unknown,yes
19371,33,100000,1097,single,"management,tertiary",no,no,no,yes,cellular,6,"aug, 2017",5.13333333333333 min,4,-1,0,unknown,no
19372,46,20000,248,married,"blue-collar,primary",yes,no,no,yes,cellular,6,"aug, 2017",3.26666666666667 min,2,-1,0,unknown,no
19373,60,55000,1720,married,"retired,primary",yes,no,no,no,telephone,6,"aug, 2017",1.91666666666667 min,5,-1,0,unknown,no
19374,32,100000,421,married,"management,tertiary",yes,no,no,no,cellular,6,"aug, 2017",14.1833333333333 min,6,-1,0,unknown,no
19375,37,60000,-56,single,"technician,secondary",yes,yes,yes,no,cellular,6,"aug, 2017",4.85 min,4,-1,0,unknown,no
19376,43,120000,1109,married,"entrepreneur,secondary",yes,no,yes,no,cellular,6,"aug, 2017",1.06666666666667 min,4,-1,0,unknown,no
19377,57,60000,624,married,"technician,tertiary",yes,no,no,no,cellular,6,"aug, 2017",3.73333333333333 min,4,-1,0,unknown,no
19378,46,20000,874,married,"blue-collar,primary",yes,no,no,no,cellular,6,"aug, 2017",16.6 min,1,-1,0,unknown,yes
19379,57,100000,163,married,"management,tertiary",yes,no,no,no,cellular,6,"aug, 2017",1.38333333333333 min,3,-1,0,unknown,no
19380,36,100000,900,single,"management,tertiary",no,no,no,no,cellular,6,"aug, 2017",8.31666666666667 min,4,-1,0,unknown,no
19381,32,60000,1068,single,"technician,tertiary",no,no,no,no,cellular,6,"aug, 2017",2.91666666666667 min,4,-1,0,unknown,no
19382,48,50000,4459,married,"admin.,primary",yes,no,yes,no,cellular,6,"aug, 2017",8.93333333333333 min,1,-1,0,unknown,no
19383,43,100000,690,married,"management,tertiary",yes,no,yes,no,cellular,6,"aug, 2017",2.85 min,3,-1,0,unknown,no
19384,37,100000,2401,married,"management,tertiary",yes,no,no,no,cellular,6,"aug, 2017",3.38333333333333 min,7,-1,0,unknown,no
19385,51,60000,223,married,"technician,secondary",yes,no,no,no,cellular,6,"aug, 2017",2.2 min,3,-1,0,unknown,no
19386,52,20000,10,married,"blue-collar,primary",yes,no,no,no,cellular,6,"aug, 2017",9.8 min,3,-1,0,unknown,no
19387,48,20000,0,married,"blue-collar,secondary",yes,no,no,no,cellular,6,"aug, 2017",5.18333333333333 min,5,-1,0,unknown,no
19388,32,60000,286,married,"self-employed,primary",yes,no,yes,no,cellular,6,"aug, 2017",2.91666666666667 min,1,-1,0,unknown,no
19389,47,100000,324,single,"management,tertiary",no,no,no,yes,cellular,6,"aug, 2017",1.2 min,1,-1,0,unknown,no
19390,50,60000,75,divorced,"technician,secondary",yes,no,yes,no,cellular,6,"aug, 2017",1.68333333333333 min,1,-1,0,unknown,no
19391,32,100000,6359,single,"management,tertiary",no,no,no,no,cellular,6,"aug, 2017",3.06666666666667 min,1,-1,0,unknown,no
19392,58,55000,4,married,"retired,secondary",yes,no,no,yes,cellular,6,"aug, 2017",2.45 min,1,-1,0,unknown,no
19393,45,60000,140,married,"self-employed,secondary",yes,no,yes,no,cellular,6,"aug, 2017",3.2 min,3,-1,0,unknown,no
19394,49,20000,141,married,"blue-collar,secondary",yes,no,no,no,cellular,6,"aug, 2017",4.58333333333333 min,1,-1,0,unknown,no
19395,50,50000,-79,married,"admin.,secondary",yes,no,no,yes,cellular,6,"aug, 2017",2.3 min,7,-1,0,unknown,no
19396,32,60000,2556,married,"technician,secondary",yes,no,no,no,cellular,6,"aug, 2017",4.48333333333333 min,3,-1,0,unknown,no
19397,38,100000,178,married,"management,tertiary",yes,no,no,no,cellular,6,"aug, 2017",2.83333333333333 min,3,-1,0,unknown,no
19398,30,60000,1081,single,"technician,tertiary",no,no,no,no,cellular,6,"aug, 2017",6.28333333333333 min,2,-1,0,unknown,no
19399,46,60000,363,married,"technician,secondary",yes,no,yes,no,cellular,6,"aug, 2017",3.48333333333333 min,3,-1,0,unknown,no
19400,50,60000,10757,married,"technician,secondary",yes,no,yes,no,cellular,6,"aug, 2017",4.6 min,3,-1,0,unknown,no
19401,31,100000,130,single,"management,tertiary",no,no,no,no,cellular,6,"aug, 2017",2.66666666666667 min,1,-1,0,unknown,no
19402,36,60000,46,single,"technician,tertiary",no,no,yes,no,cellular,6,"aug, 2017",7.65 min,3,-1,0,unknown,no
19403,35,60000,-116,married,"technician,secondary",yes,no,no,yes,cellular,6,"aug, 2017",5.65 min,2,-1,0,unknown,no
19404,53,60000,1225,married,"technician,secondary",yes,no,no,no,cellular,6,"aug, 2017",1.16666666666667 min,2,-1,0,unknown,no
19405,46,16000,0,married,"housemaid,primary",yes,no,no,no,cellular,6,"aug, 2017",5.36666666666667 min,5,-1,0,unknown,no
19406,34,0,4535,married,"unknown,unknown",no,no,no,no,cellular,6,"aug, 2017",0.9 min,3,-1,0,unknown,no
19407,33,4000,422,divorced,"student,secondary",yes,no,no,no,cellular,6,"aug, 2017",6.76666666666667 min,3,-1,0,unknown,no
19408,50,60000,-70,married,"technician,secondary",yes,no,no,no,cellular,6,"aug, 2017",6.43333333333333 min,2,-1,0,unknown,no
19409,46,20000,575,married,"blue-collar,primary",yes,yes,no,no,cellular,6,"aug, 2017",2.11666666666667 min,3,-1,0,unknown,no
19410,45,55000,22,married,"retired,secondary",yes,no,no,yes,telephone,6,"aug, 2017",4.6 min,3,-1,0,unknown,no
19411,55,120000,41923,married,"entrepreneur,tertiary",yes,no,no,no,cellular,6,"aug, 2017",1.15 min,3,-1,0,unknown,no
19412,42,60000,446,married,"technician,tertiary",yes,no,no,no,cellular,6,"aug, 2017",4.76666666666667 min,3,-1,0,unknown,no
19413,40,100000,713,married,"management,tertiary",yes,no,no,no,cellular,6,"aug, 2017",7.21666666666667 min,3,-1,0,unknown,no
19414,41,100000,911,single,"management,secondary",yes,no,no,no,cellular,6,"aug, 2017",4.86666666666667 min,2,-1,0,unknown,no
19415,39,60000,425,married,"technician,secondary",yes,no,yes,no,cellular,6,"aug, 2017",9.36666666666667 min,3,-1,0,unknown,no
19416,35,100000,0,married,"management,tertiary",yes,no,no,no,cellular,6,"aug, 2017",9.05 min,4,-1,0,unknown,no
19417,46,60000,225,divorced,"technician,secondary",yes,no,no,no,cellular,6,"aug, 2017",8.83333333333333 min,5,-1,0,unknown,no
19418,43,100000,5926,married,"management,tertiary",yes,no,no,no,cellular,6,"aug, 2017",11.4166666666667 min,2,-1,0,unknown,no
19419,49,50000,284,married,"admin.,secondary",yes,no,yes,no,cellular,6,"aug, 2017",2.18333333333333 min,3,-1,0,unknown,no
19420,38,60000,180,married,"technician,tertiary",yes,no,no,no,cellular,6,"aug, 2017",4.3 min,7,-1,0,unknown,no
19421,59,50000,64343,married,"admin.,unknown",no,no,no,no,cellular,6,"aug, 2017",0.75 min,4,-1,0,unknown,no
19422,42,16000,128,married,"housemaid,primary",yes,no,no,no,cellular,6,"aug, 2017",8.2 min,2,-1,0,unknown,no
19423,48,20000,1203,married,"blue-collar,primary",yes,no,no,no,cellular,6,"aug, 2017",1.01666666666667 min,5,-1,0,unknown,no
19424,48,60000,504,married,"technician,secondary",yes,no,no,yes,cellular,6,"aug, 2017",3.78333333333333 min,3,-1,0,unknown,no
19425,46,16000,1085,married,"housemaid,primary",yes,no,no,no,cellular,6,"aug, 2017",4.41666666666667 min,8,-1,0,unknown,no
19426,49,100000,651,divorced,"management,tertiary",no,no,no,yes,cellular,6,"aug, 2017",1.31666666666667 min,3,-1,0,unknown,no
19427,32,60000,374,married,"technician,secondary",yes,no,no,no,cellular,6,"aug, 2017",1.98333333333333 min,6,-1,0,unknown,no
19428,42,100000,60,married,"management,tertiary",yes,no,no,no,cellular,6,"aug, 2017",7.1 min,3,-1,0,unknown,no
19429,32,100000,71,married,"management,tertiary",yes,no,no,no,cellular,6,"aug, 2017",1.33333333333333 min,3,-1,0,unknown,no
19430,45,70000,38,married,"services,secondary",yes,no,yes,no,cellular,6,"aug, 2017",5.11666666666667 min,3,-1,0,unknown,no
19431,34,100000,2576,single,"management,tertiary",no,no,yes,yes,cellular,6,"aug, 2017",3.93333333333333 min,4,-1,0,unknown,no
19432,32,60000,500,married,"technician,tertiary",yes,no,no,no,cellular,6,"aug, 2017",1.75 min,6,-1,0,unknown,no
19433,44,100000,4333,married,"management,tertiary",yes,no,no,no,cellular,6,"aug, 2017",1.13333333333333 min,6,-1,0,unknown,no
19434,38,70000,5003,married,"services,secondary",yes,no,no,no,cellular,6,"aug, 2017",4.58333333333333 min,9,-1,0,unknown,no
19435,46,20000,0,married,"blue-collar,primary",yes,no,no,no,cellular,6,"aug, 2017",2.96666666666667 min,4,-1,0,unknown,no
19436,41,60000,-832,married,"technician,secondary",yes,no,no,no,cellular,6,"aug, 2017",3.76666666666667 min,5,-1,0,unknown,no
19437,52,20000,2091,married,"blue-collar,primary",yes,no,no,no,cellular,6,"aug, 2017",3.01666666666667 min,2,-1,0,unknown,no
19438,44,60000,339,married,"technician,secondary",yes,no,yes,yes,telephone,6,"aug, 2017",4.06666666666667 min,3,-1,0,unknown,no
19439,52,60000,1815,married,"technician,secondary",yes,no,no,no,cellular,6,"aug, 2017",2.18333333333333 min,3,-1,0,unknown,no
19440,46,60000,0,married,"technician,secondary",yes,no,no,no,cellular,6,"aug, 2017",2.2 min,2,-1,0,unknown,no
19441,30,100000,223,single,"management,tertiary",no,no,no,no,cellular,6,"aug, 2017",1.76666666666667 min,3,-1,0,unknown,no
19442,39,100000,0,single,"management,tertiary",no,no,no,no,cellular,6,"aug, 2017",2.25 min,2,-1,0,unknown,no
19443,48,70000,2850,married,"services,secondary",yes,no,yes,no,cellular,6,"aug, 2017",1.78333333333333 min,3,-1,0,unknown,no
19444,50,50000,706,married,"admin.,secondary",yes,no,yes,no,cellular,6,"aug, 2017",20.8333333333333 min,4,-1,0,unknown,yes
19445,51,20000,7098,married,"blue-collar,primary",yes,no,no,no,cellular,6,"aug, 2017",24.5166666666667 min,7,-1,0,unknown,yes
19446,30,100000,5389,single,"management,tertiary",no,no,no,no,cellular,6,"aug, 2017",24.2666666666667 min,3,-1,0,unknown,yes
19447,57,60000,4043,married,"technician,tertiary",yes,no,yes,no,cellular,7,"aug, 2017",2.03333333333333 min,4,-1,0,unknown,no
19448,54,20000,6812,married,"blue-collar,primary",yes,no,yes,no,cellular,7,"aug, 2017",1.8 min,3,-1,0,unknown,no
19449,56,55000,0,married,"retired,secondary",yes,no,no,yes,cellular,7,"aug, 2017",1.83333333333333 min,4,-1,0,unknown,no
19450,38,60000,1097,married,"technician,secondary",yes,no,no,yes,cellular,7,"aug, 2017",3.1 min,3,-1,0,unknown,no
19451,31,60000,418,single,"technician,tertiary",no,no,no,no,cellular,7,"aug, 2017",1.11666666666667 min,6,-1,0,unknown,no
19452,51,70000,0,married,"services,tertiary",yes,no,no,no,cellular,7,"aug, 2017",4.95 min,8,-1,0,unknown,no
19453,39,60000,94,married,"technician,tertiary",yes,no,no,no,cellular,7,"aug, 2017",1.16666666666667 min,2,-1,0,unknown,no
19454,51,100000,10077,married,"management,tertiary",yes,no,no,no,cellular,7,"aug, 2017",1.55 min,2,-1,0,unknown,no
19455,34,100000,291,divorced,"management,secondary",yes,no,no,no,cellular,7,"aug, 2017",1.51666666666667 min,2,-1,0,unknown,no
19456,49,50000,0,married,"admin.,secondary",yes,no,no,no,cellular,7,"aug, 2017",5.01666666666667 min,2,-1,0,unknown,no
19457,49,20000,2635,married,"blue-collar,unknown",no,no,no,no,cellular,7,"aug, 2017",1.46666666666667 min,2,-1,0,unknown,no
19458,,60000,1055,married,"technician,secondary",yes,no,yes,no,cellular,7,"aug, 2017",4.35 min,2,-1,0,unknown,no
19459,47,20000,1660,married,"blue-collar,unknown",no,no,no,no,cellular,7,"aug, 2017",3.11666666666667 min,2,-1,0,unknown,no
19460,52,16000,420,married,"housemaid,primary",yes,no,no,no,cellular,7,"aug, 2017",2.31666666666667 min,4,-1,0,unknown,no
19461,50,50000,106,married,"admin.,secondary",yes,no,no,yes,cellular,7,"aug, 2017",0.983333333333333 min,2,-1,0,unknown,no
19462,37,50000,2505,single,"admin.,tertiary",no,no,no,no,cellular,7,"aug, 2017",7 min,3,-1,0,unknown,no
19463,43,100000,11754,married,"management,tertiary",yes,no,no,no,cellular,7,"aug, 2017",5.86666666666667 min,2,-1,0,unknown,no
19464,42,100000,-323,married,"management,tertiary",yes,no,yes,no,cellular,7,"aug, 2017",2.25 min,2,-1,0,unknown,no
19465,48,60000,791,divorced,"technician,secondary",yes,no,no,no,cellular,7,"aug, 2017",3.65 min,2,-1,0,unknown,no
19466,38,100000,3813,single,"management,tertiary",no,no,no,no,cellular,7,"aug, 2017",1.95 min,2,-1,0,unknown,no
19467,52,120000,0,married,"entrepreneur,secondary",yes,no,no,no,cellular,7,"aug, 2017",1.36666666666667 min,2,-1,0,unknown,no
19468,41,60000,634,married,"technician,secondary",yes,no,no,no,cellular,7,"aug, 2017",2.03333333333333 min,2,-1,0,unknown,no
19469,41,100000,0,single,"management,tertiary",no,no,no,no,cellular,7,"aug, 2017",1.51666666666667 min,2,-1,0,unknown,no
19470,37,100000,649,married,"management,tertiary",yes,no,no,no,cellular,7,"aug, 2017",1.06666666666667 min,2,-1,0,unknown,no
19471,45,20000,2603,married,"blue-collar,secondary",yes,no,yes,yes,cellular,7,"aug, 2017",3.91666666666667 min,2,-1,0,unknown,no
19472,36,120000,67,single,"entrepreneur,secondary",yes,no,no,no,cellular,7,"aug, 2017",1.11666666666667 min,2,-1,0,unknown,no
19473,34,4000,873,single,"student,tertiary",no,no,yes,no,cellular,7,"aug, 2017",4.45 min,2,-1,0,unknown,no
19474,30,60000,2283,married,"technician,tertiary",yes,no,no,no,cellular,7,"aug, 2017",1.23333333333333 min,2,-1,0,unknown,no
19475,38,100000,-34,married,"management,tertiary",yes,no,yes,no,cellular,7,"aug, 2017",2.18333333333333 min,2,-1,0,unknown,no
19476,55,60000,284,divorced,"technician,secondary",yes,yes,yes,no,cellular,7,"aug, 2017",1.3 min,2,-1,0,unknown,no
19477,33,100000,340,married,"management,tertiary",yes,no,no,no,cellular,7,"aug, 2017",6.7 min,2,-1,0,unknown,no
19478,31,60000,40,single,"technician,secondary",yes,no,no,no,cellular,7,"aug, 2017",2.05 min,2,-1,0,unknown,no
19479,32,16000,1349,married,"housemaid,primary",yes,no,yes,no,cellular,7,"aug, 2017",2.2 min,2,-1,0,unknown,no
19480,34,60000,674,divorced,"technician,tertiary",no,no,yes,no,cellular,7,"aug, 2017",9.78333333333333 min,2,-1,0,unknown,yes
19481,48,60000,566,married,"technician,secondary",yes,no,no,no,cellular,7,"aug, 2017",0.85 min,3,-1,0,unknown,no
19482,43,60000,1663,married,"technician,tertiary",yes,no,no,no,cellular,7,"aug, 2017",3.08333333333333 min,2,-1,0,unknown,no
19483,35,60000,20,divorced,"technician,tertiary",no,no,yes,yes,cellular,7,"aug, 2017",0.85 min,2,-1,0,unknown,no
19484,45,60000,1732,married,"technician,secondary",yes,no,no,no,cellular,7,"aug, 2017",2.71666666666667 min,2,-1,0,unknown,no
19485,56,100000,3120,married,"management,tertiary",yes,no,yes,no,cellular,7,"aug, 2017",11.1 min,2,-1,0,unknown,no
19486,40,60000,1076,married,"technician,secondary",yes,no,no,no,cellular,7,"aug, 2017",5.43333333333333 min,2,-1,0,unknown,no
19487,51,60000,183,married,"self-employed,primary",yes,no,no,yes,cellular,7,"aug, 2017",4.86666666666667 min,2,-1,0,unknown,no
19488,39,60000,1104,single,"technician,secondary",yes,no,no,no,cellular,7,"aug, 2017",6.58333333333333 min,2,-1,0,unknown,yes
19489,31,60000,54,married,"technician,secondary",yes,no,no,no,cellular,7,"aug, 2017",2.28333333333333 min,2,-1,0,unknown,no
19490,47,50000,3070,married,"admin.,secondary",yes,no,no,no,cellular,7,"aug, 2017",11.05 min,4,-1,0,unknown,yes
19491,30,16000,868,single,"housemaid,tertiary",no,no,no,no,cellular,7,"aug, 2017",6.45 min,2,-1,0,unknown,no
19492,39,60000,4765,married,"technician,tertiary",yes,no,yes,no,cellular,7,"aug, 2017",1.8 min,2,-1,0,unknown,no
19493,58,8000,2690,married,"unemployed,secondary",yes,no,no,no,cellular,7,"aug, 2017",2.36666666666667 min,2,-1,0,unknown,no
19494,38,50000,46,married,"admin.,secondary",yes,no,no,no,cellular,7,"aug, 2017",0.8 min,2,-1,0,unknown,no
19495,49,20000,406,married,"blue-collar,secondary",yes,no,yes,yes,cellular,7,"aug, 2017",4.21666666666667 min,2,-1,0,unknown,no
19496,47,60000,3690,married,"technician,tertiary",yes,no,no,no,cellular,7,"aug, 2017",3.8 min,2,-1,0,unknown,no
19497,30,60000,371,married,"technician,secondary",yes,no,no,no,cellular,7,"aug, 2017",2.06666666666667 min,2,-1,0,unknown,no
19498,35,100000,260,married,"management,tertiary",yes,no,no,no,cellular,7,"aug, 2017",5.96666666666667 min,2,-1,0,unknown,no
19499,52,60000,204,divorced,"technician,secondary",yes,no,no,no,cellular,7,"aug, 2017",2.23333333333333 min,2,-1,0,unknown,no
19500,48,20000,205,married,"blue-collar,secondary",yes,no,no,no,cellular,7,"aug, 2017",3.98333333333333 min,2,-1,0,unknown,no
19501,36,100000,5340,single,"management,tertiary",no,no,yes,no,cellular,7,"aug, 2017",1.88333333333333 min,4,-1,0,unknown,no
19502,48,60000,-347,single,"technician,secondary",yes,no,no,yes,cellular,7,"aug, 2017",1.4 min,2,-1,0,unknown,no
19503,31,100000,424,single,"management,tertiary",no,no,no,yes,cellular,7,"aug, 2017",3.73333333333333 min,2,-1,0,unknown,no
19504,34,60000,60,single,"technician,secondary",yes,no,no,no,cellular,7,"aug, 2017",4.56666666666667 min,2,-1,0,unknown,no
19505,33,120000,595,married,"entrepreneur,tertiary",yes,no,no,no,cellular,7,"aug, 2017",0.366666666666667 min,2,-1,0,unknown,no
19506,35,60000,463,married,"technician,secondary",yes,no,yes,no,telephone,7,"aug, 2017",5.15 min,4,-1,0,unknown,no
19507,33,60000,20,single,"technician,secondary",yes,no,yes,no,cellular,7,"aug, 2017",2.18333333333333 min,2,-1,0,unknown,no
19508,45,60000,3098,married,"self-employed,secondary",yes,no,yes,no,cellular,7,"aug, 2017",2.65 min,2,-1,0,unknown,no
19509,52,100000,741,single,"management,tertiary",no,no,no,no,cellular,7,"aug, 2017",1.05 min,2,-1,0,unknown,no
19510,39,100000,1572,married,"management,tertiary",yes,no,no,no,cellular,7,"aug, 2017",24.3666666666667 min,4,-1,0,unknown,no
19511,42,60000,77,single,"technician,secondary",yes,no,no,yes,cellular,7,"aug, 2017",2.53333333333333 min,2,-1,0,unknown,no
19512,53,60000,234,married,"technician,secondary",yes,no,no,no,cellular,7,"aug, 2017",1.71666666666667 min,2,-1,0,unknown,no
19513,31,60000,246,married,"technician,secondary",yes,no,no,no,cellular,7,"aug, 2017",2.65 min,2,-1,0,unknown,no
19514,46,50000,311,married,"admin.,secondary",yes,no,no,no,cellular,7,"aug, 2017",3.75 min,6,-1,0,unknown,no
19515,52,50000,635,married,"admin.,unknown",no,no,no,no,cellular,7,"aug, 2017",3.8 min,4,-1,0,unknown,no
19516,57,55000,283,married,"retired,secondary",yes,no,no,no,cellular,7,"aug, 2017",2.05 min,2,-1,0,unknown,no
19517,60,60000,804,married,"technician,tertiary",yes,no,no,no,cellular,7,"aug, 2017",0.6 min,2,-1,0,unknown,no
19518,54,100000,3395,married,"management,tertiary",yes,no,no,no,cellular,7,"aug, 2017",3.31666666666667 min,2,-1,0,unknown,no
19519,49,60000,597,married,"technician,secondary",yes,no,yes,yes,cellular,7,"aug, 2017",2.56666666666667 min,2,-1,0,unknown,no
19520,31,100000,546,married,"management,tertiary",yes,no,no,no,cellular,7,"aug, 2017",2.45 min,2,-1,0,unknown,no
19521,50,60000,684,married,"technician,secondary",yes,no,yes,no,cellular,7,"aug, 2017",30.5666666666667 min,2,-1,0,unknown,no
19522,58,55000,312,divorced,"retired,secondary",yes,no,no,no,cellular,7,"aug, 2017",6.63333333333333 min,2,-1,0,unknown,no
19523,46,60000,4023,married,"technician,secondary",yes,no,yes,no,cellular,7,"aug, 2017",2.18333333333333 min,2,-1,0,unknown,no
19524,55,20000,1086,married,"blue-collar,primary",yes,no,yes,no,cellular,7,"aug, 2017",2.46666666666667 min,2,-1,0,unknown,no
19525,40,60000,0,divorced,"technician,secondary",yes,no,no,no,cellular,7,"aug, 2017",11.2333333333333 min,2,-1,0,unknown,yes
19526,52,100000,0,married,"management,tertiary",yes,no,no,no,cellular,7,"aug, 2017",5.1 min,4,-1,0,unknown,no
19527,55,16000,17,married,"housemaid,primary",yes,no,no,no,cellular,7,"aug, 2017",3.26666666666667 min,2,-1,0,unknown,no
19528,45,60000,1738,divorced,"technician,secondary",yes,no,no,no,cellular,7,"aug, 2017",1.9 min,2,-1,0,unknown,no
19529,50,20000,-54,married,"blue-collar,secondary",yes,no,yes,no,cellular,7,"aug, 2017",0.766666666666667 min,2,-1,0,unknown,no
19530,34,60000,4953,married,"technician,tertiary",yes,no,no,no,cellular,7,"aug, 2017",3.91666666666667 min,2,-1,0,unknown,no
19531,53,70000,-363,married,"services,secondary",yes,no,yes,no,cellular,7,"aug, 2017",3.35 min,2,-1,0,unknown,no
